,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,COD_OFI,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
230,F,95805,26.0,TEC,SOL,SANTIAGO,128,0,8519,0,167027,61,0,18,1,1700000,NO,NO FUGA
231,F,113789,47.0,UNV,SEP,VINA DEL MAR,15,0,42726,0,573291,62,0,288,1,4900000,NO,NO FUGA
232,M,149825,46.0,MED,SOL,LONCOCHE,70,0,665833,0,269051,0,0,2436,0,8000000,NO,NO FUGA
233,F,489438,35.0,UNV,SOL,CURICO,107,0,1059399,0,0,2,0,0,1,1300000,NO,NO FUGA
234,F,6335996,24.0,TEC,SEP,SANTIAGO,118,0,351001,0,13945,0,0,3,0,3100000,NO,NO FUGA
235,M,7091284,42.0,UNV,CAS,SANTIAGO,55,624080,327164,0,47,5223,0,4208,1,1700000,SI,FUGA
236,M,1538618,47.0,UNV,SOL,ARICA,138,0,0,0,349827,6304,5721,102,2,5500000,NO,FUGA
237,M,194549,52.0,MED,SOL,ARICA,138,0,0,0,0,481,13311,0,1,5500000,NO,FUGA
238,M,69049,38.0,MED,CAS,SANTIAGO,129,0,952303,0,0,8,0,15,2,8000000,SI,NO FUGA
239,F,4040059,31.0,TEC,CAS,LOS ANGELES,68,0,193397,0,0,0,0,0,0,1500000,NO,NO FUGA
240,F,2953059,44.0,UNV,CAS,SANTIAGO,102,0,11375,0,291669,144,0,97,1,2500000,SI,FUGA
241,M,999313,44.0,MED,SOL,SANTIAGO,31,0,19057,0,785470,143,0,832,2,5100000,NO,FUGA
242,F,226297,53.0,MED,CAS,ARICA,138,0,801306,0,0,156,0,0,1,3100000,NO,FUGA
243,F,3711772,44.0,UNV,CAS,SANTIAGO,31,0,51685,0,0,0,26131,0,1,5000000,NO,FUGA
244,F,523,59.0,TEC,SOL,SANTIAGO,55,0,781337,0,0,43,7476,68,1,4100000,NO,NO FUGA
245,M,729041,53.0,TEC,SOL,SANTIAGO,76,0,20449,0,0,118,0,0,1,5700000,NO,FUGA
246,M,1266030,42.0,UNV,CAS,SANTIAGO,55,0,117337,0,210451,18,16946,107,1,2400000,NO,FUGA
247,F,436935,55.0,MED,CAS,SANTIAGO,57,0,153543,0,15619,0,0,82,0,1900000,NO,NO FUGA
248,F,23049,41.0,TEC,SEP,LA SERENA,34,698778,483938,0,17025,2142,10396,181,3,2000000,NO,NO FUGA
249,F,113399,38.0,UNV,CAS,SANTIAGO,30,0,0,0,0,362,2194,0,1,1200000,NO,NO FUGA
250,M,54965,45.0,UNV,SOL,SANTIAGO,31,0,0,0,0,0,0,0,1,5000000,NO,FUGA
251,F,4430,51.0,MED,SOL,SANTIAGO,50,0,402896,0,0,0,25937,358,0,6200000,SI,NO FUGA
252,M,8975,47.0,UNV,SOL,SANTIAGO,51,0,680795,0,168240,0,0,6,0,1300000,NO,NO FUGA
253,F,4889897,33.0,TEC,SOL,SANTIAGO,49,0,171246,0,102880,0,0,519,0,1100000,NO,NO FUGA
254,M,601643,29.0,MED,CAS,LOS ANDES,20,0,172099,0,0,79,308,0,2,3700000,NO,NO FUGA
255,M,111856,43.0,UNV,CAS,SANTIAGO,31,0,340953,0,0,25,0,12,2,3700000,NO,FUGA
256,M,182901,47.0,UNV,CAS,ARICA,138,0,0,0,0,2959,345,3,3,800000,NO,FUGA
257,F,79682,52.0,MED,VIU,SANTIAGO,24,0,861930,263371,0,26,0,2130,1,1400000,NO,NO FUGA
258,M,170122,31.0,TEC,CAS,SAN CLEMENTE,44,0,83271,0,4424,198,0,240,1,2400000,SI,NO FUGA
259,M,582136,40.0,UNV,SOL,ARICA,138,0,493940,0,2387985,0,20962,1378,1,8000000,NO,FUGA
260,M,15391,34.0,UNV,CAS,SANTIAGO,123,0,120271,0,0,20,1546,0,1,6000000,NO,NO FUGA
261,M,290450,40.0,UNV,SOL,ARICA,138,270066,0,0,0,4,0,0,1,1600000,NO,FUGA
262,M,1242534,39.0,MED,CAS,CONCEPCION,151,0,20945,647916,128039,321,0,7540,2,8000000,SI,NO FUGA
263,F,91397,49.0,MED,CAS,SANTIAGO,45,0,58355,0,0,33,19746,0,1,6500000,NO,NO FUGA
264,M,45088,50.0,UNV,CAS,SANTIAGO,47,0,99321,0,229889,281,0,0,2,1300000,NO,FUGA
265,M,552141,41.0,TEC,CAS,SANTIAGO,122,0,570441,0,0,361,0,0,2,3900000,NO,NO FUGA
266,M,232864,52.0,TEC,SOL,ARICA,138,11931,104,0,475835,304,0,225,1,1700000,NO,FUGA
267,F,1038482,47.0,TEC,CAS,SANTIAGO,39,0,74708,0,445501,400,0,1883,3,4200000,NO,NO FUGA
268,M,407430,40.0,UNV,CAS,ARICA,138,0,69132,0,0,3,0,0,1,5100000,NO,FUGA
269,F,395930,42.0,TEC,CAS,CONCEPCION,27,260917,93484,0,79349,990,0,0,1,3800000,SI,NO FUGA
270,M,31383,40.0,UNV,CAS,ARICA,138,1274200,53430,0,516030,923,0,324,2,6900000,NO,FUGA
271,F,1739114,43.0,MED,CAS,SANTIAGO,92,0,0,0,0,140,0,473,3,8000000,NO,NO FUGA
272,M,681128,53.0,UNV,CAS,CONCEPCION,27,525237,158643,0,638252,1370,0,280,2,1300000,SI,FUGA
273,F,4493663,32.0,MED,SOL,COYHAIQUE,64,1015970,39498,0,52,594,0,0,1,2300000,SI,NO FUGA
274,M,3081114,41.0,MED,CAS,SANTIAGO,103,237222,229722,0,228721,546,0,41,2,1200000,NO,FUGA
275,F,729324,44.0,UNV,CAS,SANTIAGO,31,1063366,95098,0,398328,292,0,144,1,1500000,SI,FUGA
276,F,248181,38.0,MED,SOL,TEMUCO,66,0,0,0,0,3,0,0,1,1700000,NO,NO FUGA
277,F,21951,50.0,MED,SOL,RANCAGUA,56,0,194419,0,0,89,0,0,1,4100000,SI,NO FUGA
278,M,10834,32.0,TEC,CAS,COQUIMBO,42,0,198030,0,0,504,2265,0,1,1200000,NO,NO FUGA
279,M,187937,35.0,UNV,CAS,SANTIAGO,90,0,0,0,0,1025,6588,0,1,1200000,NO,NO FUGA
280,M,31507,58.0,MED,CAS,SANTIAGO,38,0,432292,0,0,0,0,7928,1,1900000,NO,FUGA
281,M,3944117,42.0,UNV,CAS,SANTIAGO,138,0,224213,0,292714,136,9407,639,1,3500000,NO,FUGA
282,M,868579,56.0,MED,SOL,SANTIAGO,51,4002474,1410172,0,75207,0,0,0,0,5500000,NO,NO FUGA
283,M,21237,41.0,MED,CAS,SANTIAGO,31,0,113314,0,0,32,824,0,1,3300000,NO,FUGA
284,M,595891,47.0,UNV,CAS,SANTIAGO,48,0,522171,0,0,363,0,0,1,3200000,NO,FUGA
285,F,441388,55.0,UNV,CAS,VALDIVIA,74,0,610469,0,0,721,0,0,2,2600000,NO,NO FUGA
286,F,447633,57.0,TEC,CAS,SANTIAGO,107,0,1623412,0,957475,4271,1607,8090,1,3100000,NO,NO FUGA
287,F,43060,45.0,TEC,SEP,PALENA,16,321053,40620,0,0,284,0,0,1,900000,SI,NO FUGA
288,F,726731,48.0,UNV,CAS,SANTIAGO,31,0,392080,0,0,626,0,0,1,3400000,NO,FUGA
289,M,365451,45.0,UNV,CAS,SANTIAGO,84,0,277439,0,653,0,8051,1,1,3800000,NO,FUGA
290,F,36358,38.0,MED,VIU,TEMUCO,66,0,185469,0,0,90,566,169,1,900000,NO,NO FUGA
291,F,1937715,40.0,TEC,VIU,OSORNO,60,0,8604,0,490574,836,0,1495,1,3600000,NO,NO FUGA
292,M,32287,52.0,UNV,CAS,SANTIAGO,19,162279,551398,0,0,0,0,0,1,8000000,NO,FUGA
293,M,5710362,40.0,MED,CAS,SANTIAGO,22,1334656,0,0,439,789,367,1,2,700000,NO,FUGA
294,M,285856,29.0,MED,SOL,LLANQUIHUE,153,0,460247,0,95604,0,0,129,0,1600000,NO,NO FUGA
295,M,36853,46.0,MED,CAS,SANTIAGO,55,0,88844,0,185106,574,14506,9,1,4300000,NO,FUGA
296,F,48051,42.0,TEC,SOL,SANTIAGO,120,0,375715,0,0,354,0,265,1,4400000,SI,NO FUGA
297,M,931015,37.0,TEC,CAS,RANCAGUA,79,103302,1855909,0,18302,788,6863,755,1,4100000,NO,NO FUGA
298,M,360151,54.0,UNV,CAS,LLO-LLEO,122,0,0,0,0,0,779,0,0,2000000,NO,NO FUGA
299,M,1298365,44.0,UNV,CAS,SANTIAGO,31,0,22223,0,0,203,0,0,2,1700000,NO,FUGA
300,M,247766,52.0,UNV,SOL,SANTIAGO,35,0,300818,0,349889,0,0,6,1,1400000,NO,FUGA
301,F,319643,37.0,UNV,CAS,SANTIAGO,90,328814,208817,0,167027,433,0,14,1,550000,NO,FUGA
302,M,342149,47.0,UNV,SOL,SANTIAGO,24,0,75171,0,321301,95,0,7,1,1700000,NO,FUGA
303,F,1033182,52.0,MED,CAS,CONCEPCION,27,0,916312,0,0,18,11492,5545,1,4900000,NO,NO FUGA
304,M,2306,51.0,UNV,CAS,SANTIAGO,55,1554681,2500,0,67075,5,764,299,1,4200000,NO,FUGA
305,F,264480,50.0,MED,SOL,ARICA,138,166440,15880,0,113418,298,0,68,1,3500000,NO,FUGA
306,F,276651,53.0,TEC,CAS,SANTIAGO,103,0,99607,0,130761,0,1254,0,1,1800000,SI,FUGA
307,F,188375,50.0,MED,CAS,ARICA,138,0,116721,0,246322,0,0,0,1,1200000,NO,FUGA
308,M,472695,33.0,UNV,CAS,SANTIAGO,92,0,3817,0,196336,71,0,366,2,3100000,SI,FUGA
309,M,1286106,47.0,UNV,SEP,ARICA,138,0,163180,0,0,11,8033,10217,1,6600000,NO,FUGA
310,M,427654,47.0,UNV,SOL,ARICA,138,611344,177878,0,0,307,29679,0,1,1700000,NO,FUGA
311,M,180261,28.0,UNV,SOL,SAN PABLO,61,0,350358,0,101032,719,17356,10642,2,4000000,NO,NO FUGA
312,F,1095538,40.0,MED,CAS,SANTIAGO,52,0,126,0,183249,1615,0,107,3,4500000,SI,FUGA
313,M,522812,33.0,TEC,SOL,CHUQUICAMATA,21,873383,116572,0,39472,441,0,460,1,2700000,NO,NO FUGA
314,M,264567,51.0,UNV,SOL,SANTIAGO,48,36745,232377,0,204835,915,0,93,1,2700000,SI,FUGA
315,M,447137,55.0,TEC,SOL,VINA DEL MAR,40,0,491371,0,0,42,0,0,1,5300000,NO,NO FUGA
316,M,510103,23.0,TEC,SOL,SANTIAGO,90,0,132939,0,62210,0,0,6308,1,2200000,NO,FUGA
317,F,465052,53.0,UNV,SOL,SANTIAGO,73,0,23,0,203197,94,0,494,3,1800000,SI,FUGA
318,F,134447,54.0,MED,CAS,TALCAHUANO,77,0,592300,0,23775,938,0,1,1,1700000,NO,NO FUGA
319,M,171914,58.0,UNV,SOL,QUILPUE,43,0,29625,11560,1199379,0,0,3129,0,2200000,NO,NO FUGA
320,M,827492,47.0,UNV,CAS,ARICA,138,717466,30801,0,0,2524,0,92,1,2900000,SI,FUGA
321,M,15308,50.0,MED,CAS,SANTIAGO,37,0,0,0,225472,0,0,118,1,2600000,NO,FUGA
322,M,253211,47.0,UNV,CAS,SANTIAGO,90,405678,133032,0,6562,555,0,46,1,1600000,SI,NO FUGA
323,M,293976,47.0,MED,SOL,ARICA,138,0,227704,0,141766,0,0,150,1,2400000,SI,FUGA
324,F,680280,33.0,TEC,CAS,CALDERA,90,0,173544,0,0,4,0,7732,1,3700000,NO,NO FUGA
325,F,18445,50.0,TEC,SOL,MELIPILLA,98,0,0,0,0,0,0,0,0,2000000,SI,NO FUGA
326,M,79958,48.0,UNV,SEP,ARICA,138,0,503857,0,0,710,0,0,2,5000000,NO,FUGA
327,F,303602,54.0,TEC,CAS,LLO-LLEO,122,0,0,0,0,0,950,0,0,2000000,NO,NO FUGA
328,F,3346030,41.0,MED,SOL,SANTIAGO,144,0,799433,0,71016,0,7308,0,0,8000000,NO,NO FUGA
329,F,866585,28.0,UNV,CAS,TALCA,44,0,2079662,0,0,12,0,0,1,2400000,NO,NO FUGA
330,M,5128367,38.0,UNV,CAS,SANTIAGO,35,0,2800,0,0,153,0,86,1,5100000,NO,FUGA
331,M,459852,50.0,TEC,CAS,ARICA,138,0,139364,0,102482,68,0,138,1,2600000,NO,FUGA
332,M,1587801,40.0,MED,CAS,SAN FERNANDO,79,1135704,789549,0,2267465,2217,16929,2184,1,8000000,NO,NO FUGA
333,F,251533,52.0,UNV,CAS,SANTIAGO,31,0,0,0,0,41,0,0,1,2400000,NO,FUGA
334,M,31175,51.0,UNV,CAS,SANTIAGO,69,4624386,2122310,0,78740,7464,0,1541,3,8000000,NO,FUGA
335,F,431061,42.0,TEC,CAS,SANTIAGO,38,0,3222,0,0,16,0,17,1,2100000,NO,NO FUGA
336,M,388941,46.0,MED,CAS,ARICA,138,0,299701,0,84655,117,0,0,2,600000,NO,FUGA
337,F,1261694,51.0,MED,CAS,PUERTO MONTT,60,0,189591,0,0,343,569,0,2,8000000,NO,NO FUGA
338,M,1353052,47.0,UNV,CAS,SANTIAGO,31,0,291635,0,607682,3309,0,15414,3,7800000,NO,FUGA
339,M,2128270,43.0,UNV,CAS,SANTIAGO,71,0,64666,0,241062,0,0,214,1,1900000,NO,FUGA
340,M,935002,45.0,TEC,VIU,ARICA,138,0,27596,0,262465,847,36113,667,2,5700000,NO,FUGA
341,M,64041,39.0,UNV,CAS,SANTIAGO,25,0,0,0,41080,14,13290,2,1,2800000,NO,NO FUGA
342,F,1622840,53.0,MED,CAS,SANTIAGO,53,0,0,0,0,8350,0,71826,3,8000000,NO,NO FUGA
343,M,173377,51.0,TEC,SEP,SANTIAGO,13,0,443705,0,64279,158,0,47,1,2500000,NO,FUGA
344,M,34046,45.0,MED,CAS,SANTIAGO,55,0,1264980,0,0,3,19127,884,1,2900000,NO,FUGA
345,F,226692,36.0,TEC,VIU,CHUQUICAMATA,21,0,281808,1064726,28132,16,4289,105,1,5300000,NO,NO FUGA
346,M,648622,32.0,TEC,CAS,SANTIAGO,129,2234317,801122,0,615623,2283,8250,441,2,5200000,NO,FUGA
347,F,5589740,31.0,TEC,SOL,SANTIAGO,29,0,173571,0,41157,45,0,82,1,1600000,NO,NO FUGA
348,F,7944,43.0,TEC,SOL,QUILLOTA,81,0,282993,0,181114,0,1197,0,0,5700000,SI,NO FUGA
349,M,983523,42.0,UNV,CAS,SANTIAGO,52,0,18521,0,4773,0,0,0,1,5400000,NO,FUGA
350,M,3904464,43.0,UNV,CAS,SANTIAGO,80,0,45269,2985475,0,3629,0,9181,2,2100000,NO,FUGA
351,F,406726,36.0,TEC,SOL,COQUIMBO,141,0,21360,0,0,449,0,0,1,4500000,NO,NO FUGA
352,F,1428396,50.0,BAS,CAS,SANTIAGO,138,0,426336,0,0,0,1618,0,0,8000000,SI,NO FUGA
353,F,918608,52.0,TEC,SOL,SANTIAGO,39,0,154249,0,709456,505,0,10839,3,5700000,SI,NO FUGA
354,M,24525,40.0,MED,CAS,SANTIAGO,55,1154370,80051,0,96495,952,402,134,2,4500000,NO,FUGA
355,M,3740965,41.0,UNV,CAS,SANTIAGO,55,0,135252,0,156,14,0,18380,1,3200000,NO,FUGA
356,M,60099,33.0,UNV,SOL,SANTIAGO,32,0,167342,0,443572,0,0,1171,1,2200000,NO,NO FUGA
357,M,227774,39.0,UNV,CAS,SANTIAGO,25,0,0,0,1958,16,5516,57,1,2800000,NO,NO FUGA
358,F,491101,32.0,UNV,CAS,LA SERENA,34,0,208927,0,161945,0,0,45,0,2000000,NO,NO FUGA
359,M,524328,51.0,UNV,CAS,ARICA,138,0,111277,0,852443,620,0,1387,2,800000,NO,FUGA
360,F,1635026,50.0,MED,CAS,ANTOFAGASTA,13,0,701074,0,0,3558,0,62,2,8000000,NO,NO FUGA
361,F,33356,45.0,TEC,SOL,VALDIVIA,74,0,238407,0,0,2331,8317,21,3,800000,SI,NO FUGA
362,F,197013,48.0,MED,CAS,SANTIAGO,52,0,536621,0,0,732,0,0,1,8000000,NO,NO FUGA
363,M,27839,45.0,UNV,SEP,SANTIAGO,55,0,295089,0,117715,2,0,189,1,4200000,NO,FUGA
364,M,315400,26.0,UNV,SOL,SANTIAGO,74,0,383732,0,8280,19,0,0,1,2100000,NO,FUGA
365,M,159708,35.0,TEC,CAS,SANTIAGO,90,77263,122597,0,94364,150,1923,358,1,2800000,SI,NO FUGA
366,M,40161,44.0,UNV,CAS,SANTIAGO,55,0,8270,0,564746,29,0,358,1,1800000,NO,FUGA
367,M,2583894,42.0,MED,CAS,SANTIAGO,19,0,255447,0,0,31,0,204,1,8000000,NO,NO FUGA
368,F,233664,55.0,MED,SOL,SANTIAGO,90,0,478947,0,0,24,10705,44,1,6000000,NO,NO FUGA
369,M,4066071,43.0,UNV,CAS,SANTIAGO,55,0,227528,0,0,60,0,28190,1,5200000,NO,FUGA
370,F,20412,40.0,TEC,SOL,SANTIAGO,85,0,99671,0,0,225,1631,0,1,7200000,SI,NO FUGA
371,M,38938,27.0,UNV,SOL,ANTOFAGASTA,13,0,495704,0,0,12,0,0,1,2700000,NO,NO FUGA
372,F,15785,56.0,TEC,SOL,VALPARAISO,0,0,591546,0,0,0,540,599,0,1300000,SI,NO FUGA
373,M,206412,43.0,MED,CAS,SANTIAGO,31,0,159271,0,35154,203,0,1098,1,2100000,SI,FUGA
374,M,18413,40.0,UNV,CAS,SANTIAGO,16,0,155254,0,243370,71,30415,4,1,5300000,NO,FUGA
375,M,308199,31.0,UNV,CAS,SANTIAGO,129,0,76798,0,212181,11,0,110,1,1800000,NO,NO FUGA
376,M,438997,41.0,UNV,CAS,SANTIAGO,41,0,285238,0,51272,0,0,0,1,1600000,SI,FUGA
377,M,157575,24.0,UNV,SOL,SANTIAGO,80,108319,51212,0,140973,667,0,1,1,1200000,NO,FUGA
378,M,154337,52.0,MED,CAS,CONCEPCION,27,0,0,0,0,670,0,0,2,700000,NO,FUGA
379,M,74503,47.0,UNV,CAS,ARICA,138,0,45296,0,31234,372,0,281,1,1900000,SI,FUGA
380,M,1077191,38.0,MED,CAS,SANTIAGO,52,0,521388,0,0,775,19381,1,3,6000000,NO,NO FUGA
381,F,96085,55.0,UNV,SOL,CONCEPCION,27,408076,37189,0,77807,1624,0,0,1,3000000,SI,FUGA
382,M,576483,50.0,UNV,SOL,SANTIAGO,31,0,108849,7451209,0,215,0,0,1,2800000,NO,FUGA
383,M,154888,40.0,UNV,CAS,SANTIAGO,55,0,259012,0,425573,7,0,167,1,2400000,NO,FUGA
384,F,46710,53.0,MED,SOL,SANTIAGO,107,0,732303,0,87081,214,0,233,3,3400000,SI,NO FUGA
385,M,20246,40.0,MED,CAS,SANTIAGO,55,0,11558,0,103641,155,0,0,3,1400000,NO,FUGA
386,M,4738,40.0,UNV,SEP,SANTIAGO,132,0,7994,0,431447,3500,16468,817,3,1400000,NO,FUGA
387,F,23677,28.0,TEC,CAS,SANTIAGO,25,0,142242,0,30344,104,0,26,1,2200000,NO,FUGA
388,M,530340,55.0,UNV,CAS,SANTIAGO,18,584419,0,0,0,41,10912,2,3,3400000,NO,FUGA
389,F,628863,47.0,MED,CAS,VINA DEL MAR,15,0,12415,0,490208,94,0,172,1,4900000,NO,NO FUGA
390,M,403299,31.0,UNV,CAS,ANTOFAGASTA,13,0,132152,0,0,323,7027,466,1,1900000,NO,NO FUGA
391,F,2170711,35.0,TEC,SEP,EL SALVADOR,72,1032341,284028,0,0,0,0,0,0,4900000,NO,NO FUGA
392,F,113187,33.0,UNV,CAS,COQUIMBO,34,0,249189,0,30794,4,6115,0,1,1300000,NO,NO FUGA
393,M,20785,43.0,UNV,CAS,SANTIAGO,31,0,21207,0,363346,13,422,17,1,3900000,NO,FUGA
394,F,187442,30.0,MED,SOL,CALAMA,12,0,202840,0,475381,4,0,0,1,1800000,NO,NO FUGA
395,F,297920,37.0,UNV,SOL,SANTIAGO,83,0,5466,0,0,53,0,964,2,4600000,SI,NO FUGA
396,F,20932,50.0,MED,SOL,CONCEPCION,27,0,0,0,0,9,1598,0,1,2600000,SI,NO FUGA
397,F,391269,50.0,UNV,CAS,SANTIAGO,131,0,262714,0,0,0,127,0,1,1200000,SI,FUGA
398,M,241012,41.0,MED,CAS,SANTIAGO,55,0,516510,0,261149,33,0,29876,2,8000000,NO,FUGA
399,F,89997,62.0,MED,SOL,SANTIAGO,54,66243,279137,0,55970,467,0,178,1,500000,SI,NO FUGA
400,M,65113,45.0,UNV,CAS,SANTIAGO,103,0,435464,0,0,605,1708,944,2,2200000,NO,FUGA
401,M,1162225,57.0,UNV,SOL,SANTIAGO,107,0,1475764,0,966833,2692,1392,7657,1,3100000,NO,NO FUGA
402,M,5459808,43.0,UNV,CAS,SANTIAGO,55,0,37120,0,0,40,0,0,1,2700000,NO,FUGA
403,M,23386,53.0,UNV,CAS,SANTIAGO,142,0,2321,0,132166,102,0,53,2,2100000,SI,FUGA
404,M,397389,46.0,UNV,CAS,SANTIAGO,54,0,223790,0,256834,0,25080,0,1,4100000,NO,FUGA
405,F,1229326,45.0,UNV,CAS,SANTIAGO,31,0,1991564,0,0,269,0,0,1,4800000,SI,FUGA
406,M,7890,53.0,MED,CAS,SANTIAGO,50,0,498276,0,365123,125,0,28,1,1500000,NO,FUGA
407,F,181173,41.0,MED,CAS,ARICA,138,217915,1001467,0,288482,258,4884,287,2,4900000,NO,FUGA
408,F,7735853,29.0,TEC,CAS,VINA DEL MAR,40,0,167256,0,0,35,0,0,1,1700000,NO,NO FUGA
409,F,895983,39.0,TEC,VIU,RANCAGUA,96,726160,26843,0,244944,1507,0,2916,1,1300000,NO,NO FUGA
410,M,215221,50.0,TEC,CAS,ANTOFAGASTA,13,0,449193,0,0,2604,0,48881,2,8000000,NO,NO FUGA
411,M,10625,47.0,UNV,SEP,SANTIAGO,17,0,139282,0,0,41,0,0,1,2500000,NO,FUGA
412,M,877113,60.0,UNV,CAS,QUILLOTA,105,0,349173,0,5740,1114,0,27,1,8000000,NO,NO FUGA
413,F,368864,40.0,MED,CAS,ANTOFAGASTA,134,0,744689,0,90062,33,2765,5,1,1200000,NO,NO FUGA
414,M,1389117,41.0,UNV,CAS,PUERTO MONTT,60,0,112787,0,2936541,1601,2143,2168,3,7700000,SI,NO FUGA
415,F,832187,52.0,UNV,CAS,ARICA,138,0,325767,0,93285,2369,0,173,3,2100000,NO,FUGA
416,F,546567,41.0,UNV,SOL,ARICA,138,0,8519,0,407403,631,0,73,2,3200000,NO,FUGA
417,M,244946,47.0,UNV,SOL,SANTIAGO,16,0,363252,0,497138,587,377,654,2,1700000,NO,FUGA
418,M,222642,50.0,UNV,CAS,ARICA,138,0,21174,0,17,1065,0,0,2,1400000,NO,FUGA
419,M,601520,32.0,MED,CAS,SANTIAGO,17,0,251398,0,0,131,19569,1,2,2200000,NO,NO FUGA
420,M,124930,45.0,UNV,SOL,SANTIAGO,31,0,468502,0,12210,0,1242,51,1,1400000,NO,FUGA
421,M,194923,44.0,MED,CAS,COQUIMBO,141,0,909320,0,17903,2604,0,111,1,3100000,NO,NO FUGA
422,M,580919,48.0,MED,CAS,ARICA,138,0,34518,0,71824,147,0,3709,1,3800000,SI,FUGA
423,F,4009723,27.0,TEC,VIU,IQUIQUE,10,0,518137,0,0,0,0,0,0,1500000,NO,NO FUGA
424,F,5594457,34.0,TEC,SOL,SANTIAGO,19,0,0,0,31964,449,0,291,1,1400000,NO,NO FUGA
425,M,2538793,44.0,UNV,CAS,SANTIAGO,31,0,221412,0,0,53,3292,1759,1,1700000,NO,FUGA
426,F,2959918,36.0,TEC,VIU,LOS ANDES,86,0,113839,0,942046,1080,24983,8167,1,2200000,NO,NO FUGA
427,F,1212051,29.0,TEC,SOL,SANTIAGO,49,2876291,266209,1649658,0,947,0,0,1,2600000,NO,NO FUGA
428,M,1612088,47.0,MED,CAS,SANTIAGO,73,0,488206,0,0,381,0,0,1,8000000,NO,NO FUGA
429,F,4691779,39.0,MED,SOL,COQUIMBO,141,0,23015,0,0,0,2549,159,0,2000000,NO,NO FUGA
430,M,5491203,40.0,UNV,CAS,SANTIAGO,138,511333,125455,0,294022,1594,0,0,1,4200000,NO,FUGA
431,M,195391,47.0,MED,SOL,ARICA,138,0,0,0,0,1100,2851,0,2,2300000,NO,FUGA
432,M,965059,45.0,UNV,CAS,SANTIAGO,31,0,24710,0,33098,0,0,136,1,5900000,SI,FUGA
433,F,22201,48.0,TEC,SOL,ANTOFAGASTA,13,0,208313,0,775395,2530,6241,133,1,2800000,SI,NO FUGA
434,M,2109951,42.0,UNV,CAS,SANTIAGO,55,0,496,0,7516,1959,6782,382,3,750000,NO,FUGA
435,F,49636,54.0,MED,SOL,SANTIAGO,122,0,17971,0,0,901,802,0,1,550000,SI,NO FUGA
436,M,6657589,40.0,UNV,CAS,SANTIAGO,55,49210,0,0,0,643,0,0,2,2200000,NO,FUGA
437,M,703069,44.0,MED,CAS,SANTIAGO,29,284933,449415,0,0,2409,586,0,2,900000,NO,NO FUGA
438,M,1977,54.0,MED,CAS,SANTIAGO,54,0,0,0,0,0,0,4437,0,8000000,NO,NO FUGA
439,M,492778,44.0,MED,CAS,SANTIAGO,53,0,392843,0,0,190,6811,101,1,1000000,NO,NO FUGA
440,F,2153348,52.0,UNV,CAS,SANTIAGO,29,0,66317,0,1458322,624,1146,3427,3,8000000,SI,FUGA
441,M,733473,53.0,TEC,SOL,SANTIAGO,90,0,369331,3431055,0,69,1857,56,2,6900000,NO,NO FUGA
442,F,340199,63.0,TEC,CAS,SANTIAGO,17,0,394163,0,0,7380,0,0,1,8000000,NO,NO FUGA
443,F,550482,41.0,UNV,CAS,PUERTO MONTT,60,132664,552837,0,0,232,0,13,1,1600000,NO,NO FUGA
444,M,920627,32.0,TEC,CAS,SANTIAGO,17,0,5312,0,668695,295,19354,1804,1,6200000,NO,NO FUGA
445,M,706808,53.0,UNV,VIU,SANTIAGO,31,0,173741,0,106266,0,0,2,1,3700000,SI,FUGA
446,M,252443,28.0,MED,SOL,LA CALERA,105,0,262129,0,0,22,0,83,1,4200000,NO,NO FUGA
447,M,470685,28.0,TEC,SEP,SANTIAGO,96,0,621947,0,0,41,0,0,1,3100000,NO,NO FUGA
448,M,643180,37.0,TEC,CAS,SANTIAGO,82,0,117917,0,0,449,367,0,1,5900000,NO,NO FUGA
449,F,63129,36.0,TEC,SOL,STO DOMINGO,75,0,0,0,28140,0,0,232,0,2400000,NO,NO FUGA
450,M,437236,49.0,UNV,CAS,ARICA,138,0,124817,0,0,6,9313,22,1,1600000,NO,FUGA
451,F,14631,29.0,TEC,SOL,SANTIAGO,16,0,3794,0,16532,177,0,75,1,1800000,NO,NO FUGA
452,M,108777,52.0,TEC,CAS,SANTIAGO,35,12289,6674,0,300999,1267,0,759,1,2100000,NO,FUGA
453,M,42792,52.0,UNV,CAS,SANTIAGO,55,0,0,0,252841,0,0,40,1,2200000,NO,FUGA
454,M,475311,39.0,UNV,CAS,CONCEPCION,151,0,4236,279755,508069,835,0,5396,2,8000000,SI,NO FUGA
455,M,185630,52.0,MED,SEP,CONCEPCION,27,0,27396,0,36398,612,0,11,3,1200000,NO,FUGA
456,M,3080971,43.0,UNV,CAS,SANTIAGO,55,0,358500,0,0,1171,0,0,2,1900000,NO,FUGA
457,M,852617,49.0,UNV,SOL,ARICA,138,295773,552076,0,22228,459,0,0,1,3700000,SI,FUGA
458,F,46248,59.0,TEC,SOL,SANTIAGO,54,0,1317851,0,0,0,1527,0,0,8000000,SI,NO FUGA
459,M,42506,50.0,MED,CAS,SANTIAGO,55,0,261207,0,19874,36,0,15,1,1700000,NO,FUGA
460,M,415002,43.0,UNV,CAS,SANTIAGO,132,0,124361,0,203049,742,178,195,1,1500000,SI,FUGA
